"Church Name","District Name",Mainkey,Churchcode,"Church Mail To",ReportStatus,Validate
"Iglesia Alianza Oasis de la ACyM","Metropolitan District C&MA",313132,1236515,admin@alianzaoasis.com,Completed,Y
"Iglesia Alianza Renacer ACyM","Metropolitan District C&MA",313097,1234338,rsbailey2003@aol.com,Completed,Y
"Iglesia Alianza Vida of the C&MA","Alliance South Central",312994,4848820,pastorherman1@gmail.com,Completed,Y
"Iglesia Alianza/Rio Life Community Church","Alliance South Central",312981,4848660,office@riolifechurch.org,Completed,Y
"Iglesia Biblica Evangelica","Spanish Eastern District C&MA",313117,8736390,oliverfgarcia@hotmail.com,Completed,Y
"Iglesia Biblica Gracia y Misericordia","Spanish Eastern District C&MA",773097,8742005,multiplicaciondeiglesias@gmail.com,Completed,N
"Iglesia Cantico Nuevo ACyM","Alliance South Central",312960,4848175,cantico2014@aol.com,Completed,Y
"Iglesia Confraternidad Cristiana","The Alliance Southeast",313027,4212254,ahacymia@aol.com,Completed,Y
"Iglesia Cristiana Ciudad de Dios","The Alliance South",774736,3637040,baconsulting1@gmail.com,"Not Started",N
"Iglesia Cristo la Roca","Spanish Eastern District C&MA",313012,8709400,marlonacym@yahoo.com,Completed,N
"Iglesia Cristo Soberano","Puerto Rico District C&MA",306768,3143437,mazetei@aol.com,Completed,Y
"Iglesia Cristo Vive ACyM","The Alliance South",307385,3613377,hiram@cristovive.com,Completed,N
"Iglesia de Bayonne","Spanish Eastern District C&MA",315841,8734100,acmbayonne@gmail.com,Completed,N
"Iglesia de Cristo ACyM","The Alliance Midwest District",312928,1817139,iglesiadecristoacym@gmail.com,Completed,Y
"Iglesia el Aposento Alto ACyM","The Alliance Midwest District",312941,1817850,saved1992@sbcglobal.net,Completed,Y
"Iglesia El Camino Chambersburg","Eastern PA District C&MA",730474,0942023,,Completed,Y
"Iglesia Encuentro Con Dios ACyM","Alliance South Central",317560,4848302,ecdyandell@gmail.com,Completed,Y
"Iglesia Esperanza","North Central District C&MA",346304,2727011,iglesiaesperanzacma@gmail.com,Completed,Y
"Iglesia Evangelica Cristo Viene","South Pacific Alliance",308132,3906161,tavaresnan@sbcglobal.net,Completed,Y
"Iglesia Evangelica Hispana ACyM","Spanish Eastern District C&MA",313144,8736852,spanisheastern@gmail.com,Completed,N
"Iglesia Fuente de Luz","The Alliance Midwest District",312935,1817720,morales45@comcast.net,Completed,Y
"Iglesia Fundamental Roca Eterna","South Pacific Alliance",350283,3906014,hlecaro41@verizon.net,Completed,Y
"Iglesia Jehova-Jire","The Alliance Southeast",321908,4212190,acmsancarlospark@yahoo.com,Completed,Y
"Iglesia la Hermosa ACyM","Alliance South Central",312989,4848750,youngbergcarl@gmail.com,Completed,Y
"Iglesia New Life","Great Lakes District C&MA",312944,1026500,getalife.newlife@gmail.com,Completed,Y
"Iglesia Pueblo de Dios","South Pacific Alliance",342456,3906011,danielg_pueblodedios@yahoo.com,Completed,Y
"Iglesia Puente de Salvacion","MidAmerica District C&MA",751185,5419008,jorcancel@yahoo.com,Completed,Y
"Iglesia Rios de Agua Viva","Mid-Atlantic District C&MA",325623,1551805,psanjuan47@yahoo.com,Completed,Y
"Iglesia Roca Viva ACyM","The Alliance Southeast",308601,4212140,vjomontero@yahoo.com,Completed,Y
"Iglesia Sinai de la ACyM","Alliance South Central",312977,4848640,cmsinaichurch@gmail.com,Completed,Y
"Iglesia Un Nuevo Comienzo of the C&MA","Alliance South Central",726622,4848015,julio_monarrez@yahoo.com,Completed,Y
"Iglesia Unidos en Cristo ACyM","Spanish Eastern District C&MA",313066,8725500,ygjherrera@yahoo.com,Completed,Y
"Iglesia Vida Nueva ACyM","Spanish Eastern District C&MA",313057,8713090,vidanueva-acm@live.com,Completed,Y
"Iglesia y Academia Alianza Theopolis","Puerto Rico District C&MA",306797,3143630,iglesiatheopolis@gmail.com,Completed,Y
"Immanuel C&MA Church","Eastern PA District C&MA",301491,0942420,secretary@immanuelcma.org,Completed,Y
"Immanuel Chinese Alliance Church","Central Pacific District C&MA",301188,0632300,linbenlin777@gmail.com,Completed,Y
"Indian Alliance Church of God Columbus","Ohio Valley District C&MA",724646,2839008,pr.tommyjoseph@yahoo.com,"Not Started",N
"Indiana Alliance Church","Western PA District C&MA",311171,5742380,info@indianaalliance.com,Completed,Y
"International Alliance Church","Alliance New England",304094,2144300,internationalalliancechurch@gmail.com,Completed,Y
"International Alliance Church","South Pacific Alliance",308187,3906306,,Completed,Y
"International Alliance Rehoboth Congolese Church","Ohio Valley District C&MA",782587,2821022,,"Not Started",N
"International Bible Christian Fellowship","Alliance Northwest District C&MA",306432,3053440,ibcfellowship@gmail.com,Completed,Y
"Irish Hills Community Church","Great Lakes District C&MA",301948,1026550,irishhillschurch@gmail.com,Completed,Y
"Iron Mill Church","Eastern PA District C&MA",751798,0942013,,Completed,Y
"Irvona C&MA Church","Western PA District C&MA",311178,5742385,irvonacma@aol.com,Completed,Y
"Island Alliance Church","Mid-Atlantic District C&MA",302910,1524573,officemail@islandalliancechurch.com,Completed,Y
"Island Church","Alliance Northwest District C&MA",306303,3053060,office@islandchurch.org,Completed,Y
"Islander Alliance Church","The Alliance Southeast",308749,4212408,islanderalliance@outlook.com,Completed,Y
"Iu-Mienh Church","Central Pacific District C&MA",300950,0606737,vernsaefung@hotmail.com,Completed,Y
"Jamestown C&MA Church","Northeastern District C&MA",304422,2436350,office@jamestowncmachurch.org,Completed,Y
"Jeannette C&MA Church","Western PA District C&MA",311183,5742395,gilseven@verizon.net,Completed,Y
"Jericho Road Church","Great Lakes District C&MA",342478,1026018,info@jroadchurch.org,Completed,Y
"Jerusalem Cambodian Evangelical Church","Alliance New England",311823,2125370,,Completed,Y
"Jesus Cornerstone Christian Fellowship","Central Pacific District C&MA",300748,0606200,abeden@sbcglobal.net,Completed,Y
"Jesus Light of the World Church","South Pacific Alliance",741445,3906046,mkram5@hotmail.com,Completed,Y
"Jesus Risen Lord Alliance Fellowship","Central Pacific District C&MA",300939,0606701,jrlaf@sbcglobal.net,Completed,Y
"Johnson City Alliance Church","The Alliance South",309359,3647400,officejcac@gmail.com,Completed,N
"Johnstown C&MA Church","Western PA District C&MA",311186,5742400,tripastor@outlook.com,Completed,Y
"Journey Church","Alliance New England",304036,2133050,conwayjourney@gmail.com,Completed,Y
"Journey Community","Ohio Valley District C&MA",305716,2821731,journeychurch40475@gmail.com,Completed,N
"Journey Community","Alliance Northwest District C&MA",314625,3053722,info@journeychurchtacoma.org,Completed,Y
"Journey Roseburg","Alliance Northwest District C&MA",747894,3041009,jeff.paschall@gmail.com,Completed,N
"Joy Fellowship of C&MA","Korean District C&MA",312679,7836240,joychurch03@hotmail.com,Completed,N
"Joyce Bible Church","Alliance Northwest District C&MA",306406,3053340,jbc@joycebiblechurch.org,Completed,Y
"Kailua Community Church","Central Pacific District C&MA",301157,0615400,kailuacommunitychurch@gmail.com,Completed,Y
"Kairos Church","Metropolitan District C&MA",781853,1234047,info@kairoschurchnj.com,Completed,Y
"Kaneohe Congregational Church","Central Pacific District C&MA",301154,0615200,rkanoho1@twc.com,Completed,Y
"Kansas City Hmong Alliance Church","Hmong District C&MA",314535,7320605,,Completed,Y
"Kapahulu Bible Church","Central Pacific District C&MA",301143,0615100,kb.church@hawaiiantel.net,Completed,Y
"Karthaus Community C&MA Church","Western PA District C&MA",311427,5742615,,Completed,Y
"Keepers Church","Korean District C&MA",756544,7834007,keeperschurch@gmail.com,Completed,Y
"Kemp Road Alliance Chapel","The Alliance Southeast",309112,4260450,kemproadhaitian@gmail.com,"Not Started",N
"Kenmore Alliance Church","Northeastern District C&MA",304436,2436370,office@kenmorealliance.com,Completed,Y
"Kent Chinese Alliance","Alliance Northwest District C&MA",314429,3053581,kcacoffice@gmail.com,Completed,Y
"Kent Vietnamese Bible Church","Vietnamese District C&MA",313437,8953300,tungyenbinh@yahoo.com,Completed,N
"Keystone New Life Alliance Church","Western Great Lakes District C&MA",310554,5555231,nlacoffice@thelogchurch.org,Completed,Y
"Kiel Alliance Church","Western Great Lakes District C&MA",310578,5555348,secretary@kielalliancechurch.org,Completed,Y
"King of Kings Community Church of the C&MA","Metropolitan District C&MA",321780,1234011,elopez@kingofkingspennsauken.com,Completed,Y
"King's Way Alliance Church","Central District C&MA",300203,0339034,sandydearth@att.net,Completed,Y
"Kingdom Life Alliance Church","Hmong District C&MA",717993,7327010,calvinxiong@yahoo.com,Completed,Y
"Kingdom Life of C&MA","Great Lakes District C&MA",749933,1026007,nickwags3@gmail.com,"Not Started",N
"Kingston Alliance Church","Northeastern District C&MA",304442,2436380,kingstonalliancechurch.ny@gmail.com,Completed,Y
"Kinsman Chapel of the C&MA","Central District C&MA",300342,0339391,kinsmanchapel@live.com,Completed,Y
"Kittanning C&MA Church","Western PA District C&MA",311199,5742415,mapple@windstream.net,Completed,Y
"Kodiak Bible Chapel","Alliance Northwest District C&MA",306044,3002532,kbchapel@gci.net,Completed,Y
"Korean Bansuck Alliance Church","Korean District C&MA",312558,7806200,moogilyoo@yahoo.com,Completed,Y
"Korean West Alliance Church","Korean District C&MA",312613,7817600,h0191@hotmail.com,Completed,N
"Korean Yedam Church","Korean District C&MA",318003,7853020,junchm73@hotmail.com,Completed,N
"Kurios Church of the C&MA","Korean District C&MA",735902,7853023,djl07166@hotmail.com,Completed,N
"L'Chaim Messianic Congregation","The Alliance Southeast",314358,4212032,lchaim1225@gmail.com,Completed,Y
"La Alianza Tierras Nuevas","Puerto Rico District C&MA",770857,3143006,alianzaTN@gmail.com,Completed,N
"La Capilla del Senor ACyM","Alliance South Central",312985,4848700,alianzapharr@yahoo.com,Completed,Y
"La Iglesia Alianza en Harlingen","Alliance South Central",312966,4848118,acmharlingen@yahoo.com,Completed,Y
"La Iglesia Encuentro Con Dios","Alliance South Central",312964,4848301,bencomo33@yahoo.com,Completed,Y
"La Iglesia Esperanza","Alliance Northwest District C&MA",306160,3041435,tonyestey@gmail.com,"Not Started",N
"LaFayette Alliance Church","Northeastern District C&MA",304448,2436385,church@lafayettealliance.org,Completed,Y
"Lake Havasu Alliance Church","South Pacific Alliance",307947,3904220,maki.lhc@gmail.com,Completed,Y
"Lake Park Alliance Church","Western Great Lakes District C&MA",310653,5555630,jsahlstrom@centurytel.net,Completed,Y
"Lake Wales Alliance Church","The Alliance Southeast",308718,4212346,jimpickett@verizon.net,Completed,Y
"Lakeview Chapel","Northeastern District C&MA",304536,2436520,lakeviewchapel@stny.rr.com,Completed,Y
"Lakeview Community Church","Metropolitan District C&MA",314276,1236665,bmcintyre@lakeviewcc.org,Completed,Y
"Lakeview Community Church","North Central District C&MA",304958,2727232,lcchillman@gmail.com,Completed,Y
"Lakewood Chapel of C&MA","Metropolitan District C&MA",302255,1234350,LakewoodChapel@gmail.com,Completed,Y
"Lakewood Christian Fellowship","MidAmerica District C&MA",309915,5408600,lakewoodcfcma@gmail.com,Completed,Y
"Lambert Alliance Church","Rocky Mountain District C&MA",307042,3330464,pastordlac@gmail.com,Completed,Y
"Lance Creek Community Church","Rocky Mountain District C&MA",307224,3356456,Skellett58@gmail.com,Completed,Y
"Lansdowne Alliance Church","Mid-Atlantic District C&MA",302845,1524060,jeff.simpson@lansdownealliance.org,Completed,Y
"Lansing Hmong Alliance Church","Hmong District C&MA",312329,7326600,lhachurch2016@gmail.com,Completed,Y
"Lao Christian Alliance Church of Stockton CA","Central Pacific District C&MA",300932,0606668,pduangmala@yahoo.com,Completed,Y
"Lao Community Alliance Church","The Alliance Midwest District",303332,1817760,jratth@gmail.com,"Not Started",N
"Laotian Christian and Missionary Alliance Church","Central Pacific District C&MA",787853,0606111,,Completed,Y
"Latrobe C&MA Church","Western PA District C&MA",311204,5742420,latrobealliancechurch@gmail.com,Completed,Y
"Launching Pad Church","Metropolitan District C&MA",302565,1236420,launchingpadchurch@gmail.com,Completed,Y
"LDGKS Church","The Alliance South",763111,3613022,zashager420@gmail.com,"Not Started",N
"LEAD Community Church","Great Lakes District C&MA",790965,1039011,,Completed,Y
"Leeward Community Church","Central Pacific District C&MA",301163,0615800,info@leewardcommunitychurch.org,Completed,Y
"Legacy Hmong Christian Alliance Church","Hmong District C&MA",726845,7355011,vajtswv3@gmail.com,Completed,Y
"Leola Hmong Alliance Church","Hmong District C&MA",312412,7342700,leolahmong@hotmail.com,Completed,Y
"Lewisburg Alliance Church","Eastern PA District C&MA",301452,0942360,info@lewisburgalliance.com,Completed,Y
"Lewistown Alliance Church","Rocky Mountain District C&MA",307048,3330493,lewistownalliancechurch@gmail.com,Completed,Y
"Lewistown C&MA Church","Eastern PA District C&MA",301458,0942370,office@lewistowncma.com,Completed,Y
"Lexington City Church","Ohio Valley District C&MA",305665,2821265,info@lexcity.church,Completed,N
"Liang Biang Alliance Church","The Alliance South",739871,3637030,hkrang@yahoo.com,"Not Started",N
"Life Church","The Alliance Midwest District",303479,1818066,lifechurchaurora@netzero.net,Completed,Y
"Life Church of The Christian & Missionary Alliance","Metropolitan District C&MA",743126,1236030,roger@lifechurchli.com,Completed,Y
"Life Community Church","South Pacific Alliance",308056,3906019,hello@lccpaso.org,Completed,Y
"Life on the Vine Christian Community Church","The Alliance Midwest District",303300,1817562,julietwaite@gmail.com,"Not Started",N
"LifeBridge Church of the C&MA","Alliance South Central",730344,4848013,lifebridgecma@gmail.com,Completed,Y
"LifePointe C&MA Church","Western PA District C&MA",311228,5742445,office@lifepointealliance.org,Completed,Y
"LifePointe Church","Ohio Valley District C&MA",305677,2821399,andyd@lifepointelville.com,Completed,N
"LifeQuest Church of the C&MA","Alliance New England",304046,2133100,barry@lifequestchurchnh.org,Completed,Y
"LifeSource Church","Vietnamese District C&MA",766072,8912012,namtnguyen@netzero.net,"Not Started",N
"Light of Grace Alliance Church","Korean District C&MA",318002,7853040,nim4145@yahoo.com,"Not Started",N
"Lighthouse Alliance Church of C&MA","Metropolitan District C&MA",302354,1234687,Bernadetteherbert0629@gmail.com,Completed,Y
"Lighthouse Chapel","The Alliance Southeast",308903,4212593,thelighthousechapel@gmail.com,Completed,Y
"Lighthouse Christian Center","Alliance Northwest District C&MA",306473,3053550,office@lighthousehome.org,Completed,Y
"Lighthouse Church","Metropolitan District C&MA",787483,1236023,franklucenti27@gmail.com,"Not Started",N
"Lighthouse Church","Metropolitan District C&MA",302187,1234062,tlccma@comcast.net,Completed,Y
"Lighthouse Mission Church C&MA","Korean District C&MA",312550,7806123,jindalejc@hotmail.com,"Not Started",N
"Ligonier C&MA Church","Western PA District C&MA",311150,5742360,ligonieralliance@yahoo.com,Completed,Y
"Lilburn Alliance Church","The Alliance South",307387,3613378,lacoffice@lilburn4jesus.com,Completed,N
"Lima Korean Alliance Church","Korean District C&MA",312715,7839400,kiseklee@hanmail.net,Completed,Y
"Little Falls Alliance","North Central District C&MA",304973,2727255,office@myalliancechurch.com,Completed,Y
"Little Flock Church","Korean District C&MA",312669,7836175,info@nylfc.org,Completed,N
"Living Christ Chapel","Eastern PA District C&MA",301506,0942425,lmchap@ptd.net,Completed,Y
"Living Christ Church C&MA","Metropolitan District C&MA",302610,1236580,info@lccnyack.org,Completed,Y
"Living Faith Alliance Church","Metropolitan District C&MA",302373,1234750,churchoffice@lfachurch.org,Completed,Y
"Living Hope Alliance Church","North Central District C&MA",305501,2746304,livinghopehuron@gmail.com,Completed,Y
"Living Hope Alliance Church","Northeastern District C&MA",304551,2436530,cmapcny@yahoo.com,Completed,Y
"Living Hope Alliance Church","Metropolitan District C&MA",302352,1234685,roberto.tovar@lhctrenton.com,Completed,Y
"Living Hope Alliance Church","Eastern PA District C&MA",301286,0942060,,Completed,Y
"Living Hope Church","Central District C&MA",300368,0339467,lhcmedina7@gmail.com,Completed,Y
"Living Hope Church","Central District C&MA",300309,0339295,choffice@livinghopecma.us,Completed,Y
"Living Hope Church of the C&MA","The Alliance South",309204,3601407,office@livinghopecma.org,Completed,N
"Living Hope Community Church","Western Great Lakes District C&MA",310528,5555126,mary@hope4cable.com,Completed,Y
"Living Hope Community Church","Alliance Northwest District C&MA",306555,3053760,life@nwi.net,Completed,Y
"Living Hope Community Church of the C&MA","Metropolitan District C&MA",745401,1234040,,"Not Started",N
"Living Hope of the C&MA","The Alliance Midwest District",744754,1817012,admin@onelivinghope.com,Completed,Y
"Living Rock Church","North Central District C&MA",305063,2727391,lrcoffice@livingrockchurch.com,Completed,Y
"Living Son Church","Hmong District C&MA",758553,7355018,soobtxais15@gmail.com,Completed,Y
"Living Spring Church","Korean District C&MA",312735,7851350,LivingSpringVirginia@gmail.com,Completed,N
"Living Springs Christian Fellowship of the C&MA","Metropolitan District C&MA",765709,1234037,joey@livingspringsnj.org,Completed,Y
"Living Stone Alliance Church","Hmong District C&MA",312442,7355100,xfchouxiong@gmail.com,Completed,Y
"Living Stone Community Church","The Alliance Southeast",321363,4212535,wangwong@comcast.net,Completed,Y
"Living Stones Church of the C&MA","Central District C&MA",781617,0339036,,Completed,Y
"Living Truth Fellowship of the C&MA","North Central District C&MA",305198,2727645,ltfellowshipcma@gmail.com,Completed,Y
"Living Water Cambodian Evangelical Church","Central Pacific District C&MA",322033,0606300,kimshung37@yahoo.com,Completed,Y
"Living Water Church","Central District C&MA",314875,0354410,pastorwadem@gmail.com,Completed,Y
"Living Water Community Church of the C&MA","Metropolitan District C&MA",745399,1234029,livingwateralliance@gmail.com,Completed,Y
"Living Water Evangelical Church","Vietnamese District C&MA",313361,8919410,tuanle2@hotmail.com,"Not Started",N
"Living Waters Church of the C&MA","Metropolitan District C&MA",302306,1234525,lwchurch649@gmail.com,Completed,Y
"Living Way Alliance Church","Vietnamese District C&MA",324263,8913225,msdupham@gmail.com,Completed,N
"Living Word Alliance Church","Metropolitan District C&MA",302326,1234630,timbarnes@optimum.net,Completed,Y
"Living Word Community Church","Vietnamese District C&MA",742293,8906021,kiemvle@yahoo.com,Completed,N
"Living Word Evangelical Church","Vietnamese District C&MA",313424,8948275,n2logos@yahoo.com,"Not Started",N
"Livingstone Alliance Church","South Pacific Alliance",308148,3906212,livingstonealliancechurch@gmail.com,Completed,Y
"Lockport Alliance Church","Northeastern District C&MA",304459,2436400,lockcma@roadrunner.com,Completed,Y
"Locust Valley Chapel C&MA","Eastern PA District C&MA",301353,0942190,locustvalleychapel@gmail.com,Completed,Y
"Lodi Community Church","Central District C&MA",300347,0339407,adminassistant3@frontier.com,Completed,Y
"Lombard Bible Church","The Alliance Midwest District",303230,1817300,office@lbccma.org,Completed,Y
"Long Beach Alliance Church","South Pacific Alliance",308173,3906300,office@lbac.org,Completed,Y
"Long Hill Chapel C&MA","Metropolitan District C&MA",302190,1234075,info@lhcnj.net,Completed,Y
"Long Island Alliance Church","Metropolitan District C&MA",302547,1236320,alwarrenliac@gmail.com,Completed,Y
"Los Angeles Chinese Alliance","South Pacific Alliance",308181,3906303,office@lacac.org,Completed,Y
"Los Angeles Mission Church of Hope","Korean District C&MA",312540,7806116,kyunghope@yahoo.com,Completed,N
"Love ALLiance","Alliance New England",747383,2125008,louisblemieux@gmail.com,Completed,Y
"Loving Grace Alliance Church of the C&MA","Metropolitan District C&MA",320985,1234015,info@lovinggracealliance.com,Completed,Y
"Lusk Alliance Church","Rocky Mountain District C&MA",307236,3356530,jppjimam@yahoo.com,Completed,Y
"Lyn-Gate Neighborhood Church","South Pacific Alliance",308202,3906325,lyngate@sbcglobal.net,Completed,Y
"Macomb Chinese Alliance Church","Great Lakes District C&MA",758552,1026002,minghsu48084@yahoo.com,Completed,Y
"Madison Community Church of the C&MA","Alliance Northwest District C&MA",306383,3053260,office@madisoncc.org,Completed,Y
"Mahaffey C&MA Church","Western PA District C&MA",311215,5742435,officemac@verizon.net,Completed,Y
"Mahanaim Christian Alliance Church","The Alliance Southeast",314315,4212171,fadeus54@gmail.com,Completed,Y
"Main Street Alliance Church C&MA","Metropolitan District C&MA",302251,1234337,mainstreetalliancechurch@gmail.com,Completed,Y
"Mainline Christian Assembly","Eastern PA District C&MA",301482,0942405,mainlineca@verizon.net,"Not Started",N
"Majestic Pines Community","North Central District C&MA",305256,2727769,admin@majesticpines.com,Completed,Y
"Malden Vietnamese Alliance Church","Vietnamese District C&MA",313368,8925205,huutri_b@yahoo.com,"Not Started",N
"Manhattan Mission Church","Korean District C&MA",324052,7836330,baehs@mmcnyc.org,Completed,N
"Mansfield Alliance Church","Central District C&MA",300356,0339442,connect@themac.life,Completed,Y
"Manville Community Alliance Church","Rocky Mountain District C&MA",307240,3356570,skellett58@gmail.com,Completed,Y
"Maple Ridge Church C&MA","Alliance New England",303895,2125037,info@mapleridge.net,Completed,Y
"Maple Valley Community Church","Western Great Lakes District C&MA",310663,5555714,billmvcc@outlook.com,Completed,Y
"Maranatha Alliance Church  of the C&MA","The Alliance Southeast",323090,4212500,jeveline@bellsouth.net,Completed,Y
"Maranatha Bible Chapel","Northeastern District C&MA",304409,2436330,mbc@stny.rr.com,Completed,Y
"Maranatha Fellowship Church","The Alliance Southeast",308843,4212537,mfc-wp@att.net,Completed,Y
"Maranatha Morija Alliance Church","The Alliance Southeast",314397,4212035,maranatha0900@gmail.com,Completed,Y
"Maricopa Alliance Church","South Pacific Alliance",717149,3904006,info@maricopaalliance.org,Completed,Y
"Marietta Alliance Church","The Alliance South",307394,3613432,malliance@comcast.net,Completed,N
"Marietta Community Church","Central District C&MA",300362,0339450,mccmarietta1@gmail.com,Completed,Y
"Marion Hill C&MA Church","Western PA District C&MA",311225,5742440,MarionHillCMA@gmail.com,Completed,Y
"Martindale C&MA Church","Western PA District C&MA",311234,5742450,,Completed,Y
"Martus Collective","The Alliance Midwest District",786854,1817002,connect@martuscollective.org,Completed,Y
"McKeesport C&MA Church","Western PA District C&MA",311242,5742460,office@mckalliance.org,Completed,Y
"McPherron C&MA Church","Western PA District C&MA",311254,5742470,mcpherroncma@gmail.com,Completed,Y
"Meadville Alliance Church","Western PA District C&MA",311256,5742475,machurch@zoominternet.net,Completed,Y
"Mehama Community Church","Alliance Northwest District C&MA",306174,3041511,troy.gulstrom@gmail.com,Completed,Y
"Melbourne Chinese C&MA Church","The Alliance Southeast",308747,4212407,melbournechinesealliancechurch@gmail.com,Completed,Y
"Melekot International Ministry","Mid-Atlantic District C&MA",764890,1524017,wlegesse@gmail.com,"Not Started",N
"Melrose Alliance Church","Western Great Lakes District C&MA",310598,5555399,,Completed,Y
"Memorial Chapel of C&MA","The Alliance South",307836,3645133,memchap@ftc-i.net,"Not Started",N
"Memphis Cambodian Evangelical Church","Ohio Valley District C&MA",311863,2847200,,"Not Started",N
"Mendham Hills Community Church","Metropolitan District C&MA",302265,1234375,info@mendhamhills.org,Completed,Y
"Menomonie Alliance Church","Western Great Lakes District C&MA",310606,5555420,machurch@machurch.net,Completed,Y
"Mercer Creek Church","Alliance Northwest District C&MA",306366,3053200,info@mercercreek.org,Completed,Y
"Mercy Church","North Central District C&MA",314681,2746390,contact@mercy-church.org,Completed,Y
"Messiah's Lighthouse of the C&MA","Metropolitan District C&MA",321785,1236471,ML2NYC@aol.com,Completed,Y
"Metro Detroit Chinese Alliance Church","Great Lakes District C&MA",301872,1026114,pastorshen@yahoo.com,Completed,Y
"Metro Phoenix Chinese Alliance Church","South Pacific Alliance",307978,3904387,askkwong@yahoo.com,Completed,Y
"Midway C&MA Church","Western PA District C&MA",311504,5742690,midwayalliance@verizon.net,Completed,Y
"Mifflinburg Church of C&MA","Eastern PA District C&MA",301499,0942422,,Completed,Y
"Milaca Alliance Church","North Central District C&MA",305002,2727300,office@milacaalliancechurch.org,Completed,Y
"Mill Creek Alliance Church","Alliance Northwest District C&MA",306445,3053470,millcreekalliance@gmail.com,Completed,Y
"Millard Alliance Church","MidAmerica District C&MA",310442,5431647,office@millardalliance.com,Completed,Y
"Millgrove Bible Church","Northeastern District C&MA",783740,2436011,millgrovebible@aol.com,Completed,Y
"Milroy C&MA Church","Eastern PA District C&MA",301511,0942440,,Completed,Y
"Minerva Community Church","Central District C&MA",300377,0339486,minervacommunitychurch@gmail.com,Completed,Y
"Ministerios Fue Por Ti ACyM","Alliance South Central",749778,4848113,viclunas@hotmail.com,Completed,Y
"Ministerios Nuevo Amanecer","South Pacific Alliance",718601,3906034,moises@new-voice.org,Completed,Y
"Ministerios Vida Abundante of the C&MA","South Pacific Alliance",313204,3906132,rosemaryperich@yahoo.com,Completed,Y
"Missio Community","Alliance Northwest District C&MA",349370,3041014,info@missioportland.org,Completed,Y
"Missio Dei Alliance","Eastern PA District C&MA",301631,0942635,Pastorca@missiodeipa.com,Completed,Y
"Mission Alliance Church","Hmong District C&MA",323552,7355050,missionac12@gmail.com,Completed,Y
"Mission Church","MidAmerica District C&MA",759103,5431008,info@thisismission.org,Completed,Y
"Mission Church Village Two","MidAmerica District C&MA",768048,5431004,cprsmith@yahoo.com,Completed,Y
"Missionary Alliance Church","The Alliance South",307744,3637702,pastorscottcrabtree@gmail.com,Completed,N
"Missionary Alliance Church","Alliance New England",304107,2150050,macbenningtonvt@gmail.com,Completed,Y
"Missionary Alliance Church","The Alliance South",307694,3637607,pastor@marioncmanc.org,Completed,N
"Missionary Alliance Church","MidAmerica District C&MA",310022,5419047,office@maclifechurch.com,Completed,Y
"Missoula Alliance Church","Rocky Mountain District C&MA",307060,3330522,office@macmissoula.com,Completed,Y
"Mizpah Church","Korean District C&MA",769975,7853011,gomizpah@yahoo.com,Completed,N
"Mokahum Indian Chapel","North Central District C&MA",314331,2727046,chipaway0@gmail.com,Completed,N
"Monroe Lighthouse Church","The Alliance Midwest District",784439,1818027,office@monroelighthouse.org,Completed,Y
"Montagnard Alliance Church of C&MA","The Alliance South",307589,3637200,montagnardalliancechurch@gmail.com,"Not Started",N
"Montagnard American Alliance Church","The Alliance South",774192,3637018,,"Not Started",N
"Montagnard Bunong Alliance Church","The Alliance South",324060,3637005,nhong_dieu@yahoo.com,"Not Started",N
"Montagnard Bunong Alliance Church","The Alliance South",319533,3637406,garethdely1975@gmail.com,Completed,N
"Montagnard Christian Alliance Church","The Alliance South",323278,3637016,,"Not Started",N
"Moosic Alliance Community Church","Eastern PA District C&MA",301520,0942460,moosicalliance1@verizon.net,Completed,Y
"Morada de Paz","Puerto Rico District C&MA",306703,3143256,ivanmonroig@hotmail.com,Completed,Y
"Morgantown Alliance Church","Central District C&MA",300616,0354300,cma@cmachurch.net,Completed,Y
"Morgantown Chinese C&MA Church","Central District C&MA",300621,0354302,mccmachurch@yahoo.com,Completed,Y
"Morgantown Korean Church","Korean District C&MA",312749,7854025,mkcnma@hotmail.com,Completed,N
"Morija Evangelical Alliance Church","The Alliance Southeast",314309,4212143,morijrob@gmail.com,Completed,Y
"Morrow Vietnamese Alliance Church","Vietnamese District C&MA",313348,8913250,httlmorrow@gmail.com,Completed,N
"Mosaic Alliance Church","Korean District C&MA",746836,7817025,leebumhoon1@gmail.com,Completed,N
"Mosaic Church","Alliance Northwest District C&MA",306192,3041589,info@mosaicportland.org,Completed,Y
"Mosaic Church","South Pacific Alliance",301181,3932030,info@mosaiclv.church,Completed,Y
"Mosaic Church","Western Great Lakes District C&MA",770390,5555007,jmontano@mosaicwi.com,Completed,Y
"Mosaic City Church","Eastern PA District C&MA",779164,0942007,pastorwecoxsr@gmail.com,Completed,Y
"Moses Lake C&MA Church","Alliance Northwest District C&MA",306448,3053480,info@livethecall.org,Completed,Y
"Mount Horeb Alliance Church","The Alliance Southeast",314317,4212172,pastorduvra@yahoo.com,"Not Started",N
"Mount Olive Alliance Church","The Alliance South",309228,3601555,mtolivealliance@bellsouth.net,"Not Started",N
"Mount Olivet Alliance Church","Central District C&MA",300315,0339314,mtolivet7@windstream.net,"Not Started",N
"Mount Union C&MA Church","Eastern PA District C&MA",301527,0942470,mtunioncma@gmail.com,Completed,Y
